"player" "position" "appearance" "goals" "year" "team"
"Ali Al Busaidi" "Midfielder" 5 0 "2016" "oman"
"Eid Mohammed Al Farsi" "Midfielder" 5 0 "2016" "oman"
"Saud Al Farsi" "Midfielder" 0 2 "2016" "oman"
"Mohamed Saleh Al Ghassani" "Midfielder" 0 2 "2016" "oman"
"Ali Al Habsi" "Goalkeeper" 7 0 "2016" "oman"
"Mohammed Al Habsi" "Midfielder" 1 0 "2016" "oman"
"Hussain Al Hadhri" "Midfielder" 2 0 "2016" "oman"
"Imad Ali Suleiman Al Hosni" "Forward" 4 1 "2016" "oman"
"Ali Al Jabri" "Midfielder" 0 1 "2016" "oman"
"Mohsin Johar Al Khaldi" "Midfielder" 1 3 "2016" "oman"
"Mohammed Al Maashari" "Midfielder" 0 1 "2016" "oman"
"Abdul Salam Al Mukhaini" "Defender" 6 0 "2016" "oman"
"Ahmed Al Mukhaini" "Defender" 1 1 "2016" "oman"
"Saad Suhail Juma Al Mukhaini" "Defender" 4 0 "2016" "oman"
"Abdulaziz Al Muqbali" "Forward" 5 1 "2016" "oman"
"Mohammed Al Musalami" "Defender" 6 0 "2016" "oman"
"Mohammed Al Rawahi" "Defender" 2 0 "2016" "oman"
"Hamoud Al Saadi" "Forward" 1 0 "2016" "oman"
"Harib Al Saadi" "Midfielder" 1 0 "2016" "oman"
"Yaseen Al Sheyadi" "Midfielder" 0 2 "2016" "oman"
"Mohammed Al Siyabi" "Midfielder" 0 3 "2016" "oman"
"Jameel Al Yahmadi" "Midfielder" 0 1 "2016" "oman"
"Salah Al Yahyaei" "Midfielder" 1 0 "2016" "oman"
"Khalid Al Yaqoubi" "Defender" 1 0 "2016" "oman"
"Sami Mubarak" "Defender" 2 0 "2016" "oman"
"Ahmed  Mubarek" "Midfielder" 5 0 "2016" "oman"
"Qasim Said" "Forward" 6 1 "2016" "oman"
"Said Salam" "Forward" 1 0 "2016" "oman"
"Raed Ibrahim Saleh" "Midfielder" 7 0 "2016" "oman"
"Mataz Abed Raboh" "Midfielder" 1 0 "2017" "oman"
"Ali Al Busaidi" "Midfielder" 0 1 "2017" "oman"
"Eid Mohammed Al Farsi" "Midfielder" 0 1 "2017" "oman"
"Hussain Al Hadhri" "Midfielder" 1 0 "2017" "oman"
"Mohsin Al Khaldi" "Midfielder" 1 0 "2017" "oman"
"Abdul Salam Al Mukhaini" "Defender" 1 0 "2017" "oman"
"Abdulaziz Al Muqbali" "Forward" 1 0 "2017" "oman"
"Mahmoud Al Mushaifri" "Midfielder" 1 0 "2017" "oman"
"Faiyz Al Rushaidi" "Goalkeeper" 1 0 "2017" "oman"
"Harib Al Saadi" "Midfielder" 1 0 "2017" "oman"
"Hisham Al Shuaibi" "Midfielder" 0 1 "2017" "oman"
"Salah Al Yahyaei" "Midfielder" 1 0 "2017" "oman"
"Nadir Bait Mabrouk" "Defender" 1 0 "2017" "oman"
"Ahmed  Mubarek" "Midfielder" 0 1 "2017" "oman"
"Said Salam" "Forward" 0 1 "2017" "oman"
"Raed Ibrahim Saleh" "Midfielder" 1 0 "2017" "oman"
"Ahmed Abu Nahyeh" "Midfielder" 2 1 "2016" "palestine"
"Abdelhamid Abuhabib" "Midfielder" 1 0 "2016" "palestine"
"Abdellatif Al Bahdari" "Defender" 4 0 "2016" "palestine"
"Mus'ab Al Battat" "Defender" 1 0 "2016" "palestine"
"Tawfic Ali Abuhammad" "Goalkeeper" 6 0 "2016" "palestine"
"Ahmed Awad Mohammad" "Forward" 1 1 "2016" "palestine"
"Musab Battat" "Defender" 1 0 "2016" "palestine"
"Pablo Bravo" "Midfielder" 5 0 "2016" "palestine"
"Jonathan Cantillana" "Midfielder" 4 1 "2016" "palestine"
"Mohammed Darwish" "Midfielder" 3 0 "2016" "palestine"
"Mahmoud Eid" "Forward" 1 0 "2016" "palestine"
"Abdallah Gaber" "Defender" 1 0 "2016" "palestine"
"Matias Nicolas Hadwa" "Forward" 1 2 "2016" "palestine"
"Jaka Ihbeisheh" "Midfielder" 3 1 "2016" "palestine"
"Abdullah Jaber" "Midfielder" 5 0 "2016" "palestine"
"Samah Maraaba" "Forward" 4 1 "2016" "palestine"
"Alexis Norambuena" "Defender" 4 0 "2016" "palestine"
"Ashraf Nu'man" "Forward" 3 1 "2016" "palestine"
"Yashir Pinto" "Forward" 1 0 "2016" "palestine"
"Tamer Salah" "Defender/Midfielder" 2 1 "2016" "palestine"
"Hussam Abu Saleh" "Defender" 1 0 "2016" "palestine"
"Tamer Seyam" "Midfielder" 2 4 "2016" "palestine"
"Osama Shadi Sha'aban" "Forward" 1 1 "2016" "palestine"
"Haytham Theeb" "Defender" 5 0 "2016" "palestine"
"Khader Yousef" "Midfielder" 2 2 "2016" "palestine"
"Imad Zatara" "Forward" 2 1 "2016" "palestine"
"Ahmed Abu Nahyeh" "Midfielder" 1 0 "2017" "palestine"
"Abu Saleh Alaa" "Midfielder" 1 0 "2017" "palestine"
"Tawfic Ali Abuhammad" "Goalkeeper" 1 0 "2017" "palestine"
"Mohammed Darwish" "Midfielder" 1 0 "2017" "palestine"
"Abdallah Gaber" "Defender" 1 0 "2017" "palestine"
"Alexis Norambuena" "Defender" 1 0 "2017" "palestine"
"Yashir Pinto" "Forward" 1 0 "2017" "palestine"
"Tamer Salah" "Defender/Midfielder" 1 0 "2017" "palestine"
"Mohammed Saleh" "Midfielder" 1 0 "2017" "palestine"
"Tamer Seyam" "Midfielder" 1 0 "2017" "palestine"
"Jonathan Zorrilla" "Midfielder" 1 0 "2017" "palestine"
"Renan Addles" "Forward" 0 4 "2016" "panama"
"Abdiel Arroyo" "Forward" 0 8 "2016" "panama"
"Felipe Baloy" "Defender" 10 0 "2016" "panama"
"Rolando Blackburn" "Forward" 2 2 "2016" "panama"
"Ricardo Buitrago" "Midfielder" 2 2 "2016" "panama"
"Jose de Jesus Calderon" "Goalkeeper" 2 3 "2016" "panama"
"Miguel Camargo" "Midfielder" 2 2 "2016" "panama"
"Roberto Chen" "Defender" 0 1 "2016" "panama"
"Ricardo Clarke" "Forward" 1 0 "2016" "panama"
"Armando Cooper" "Midfielder" 12 1 "2016" "panama"
"Ronaldo Nazario Cordoba" "Forward" 0 1 "2016" "panama"
"Harold Cummings" "Defender" 5 1 "2016" "panama"
"Eric Davis" "Midfielder" 1 3 "2016" "panama"
"Ismael Diaz" "Forward" 1 0 "2016" "panama"
"Richard Dixon" "Defender" 2 0 "2016" "panama"
"Fidel Escobar" "Defender" 1 2 "2016" "panama"
"Aníbal Godoy" "Midfielder" 10 1 "2016" "panama"
"Gabriel Gomez" "Midfielder" 13 0 "2016" "panama"
"Martin Gomez" "Defender" 1 0 "2016" "panama"
"Jose Gonzalez" "Forward" 0 1 "2016" "panama"
"Luis Henriquez" "Defender/Midfielder" 9 2 "2016" "panama"
"Amilcar Henriquez Espinosa" "Defender" 3 2 "2016" "panama"
"Abdiel Macea" "Midfielder" 1 1 "2016" "panama"
"Adolfo Machado" "Defender" 13 0 "2016" "panama"
"Christian Jesus Martinez" "Defender" 0 1 "2016" "panama"
"Luis Mejia" "Goalkeeper" 1 1 "2016" "panama"
"Roderick Miller" "Defender" 8 1 "2016" "panama"
"Josiel Nunez" "Midfielder" 1 0 "2016" "panama"
"Roberto Nurse" "Forward" 4 1 "2016" "panama"
"Leonel Parris" "Defender" 2 2 "2016" "panama"
"Angel Patrick" "Forward" 1 0 "2016" "panama"
"Jaime Penedo" "Goalkeeper" 10 0 "2016" "panama"
"Blas Perez" "Forward" 7 2 "2016" "panama"
"Valentín Pimentel" "Midfielder" 8 1 "2016" "panama"
"Alberto Quintero" "Midfielder" 11 1 "2016" "panama"
"Alex Rodriguez" "Goalkeeper" 1 0 "2016" "panama"
"Marcos Sanchez" "Midfielder" 1 0 "2016" "panama"
"Carlos Daniel Small" "Forward" 0 1 "2016" "panama"
"Luis Tejada" "Forward" 4 5 "2016" "panama"
"Gabriel Torres" "Forward" 1 3 "2016" "panama"
"Roman Torres" "Defender" 2 0 "2016" "panama"
"Manuel Vargas" "Midfielder" 1 0 "2016" "panama"
"Yairo Yau" "Midfielder" 0 1 "2016" "panama"
"Abdiel Arroyo" "Forward" 0 2 "2017" "panama"
"Ariano Azmahar" "Defender" 1 0 "2017" "panama"
"Felipe Baloy" "Defender" 1 0 "2017" "panama"
"Yoel Barcenas" "Midfielder" 3 0 "2017" "panama"
"Rolando Blackburn" "Forward" 1 0 "2017" "panama"
"Ricardo Buitrago" "Midfielder" 1 0 "2017" "panama"
"Jose de Jesus Calderon" "Goalkeeper" 2 0 "2017" "panama"
"Miguel Camargo" "Midfielder" 1 0 "2017" "panama"
"Ricardo Clarke" "Forward" 0 1 "2017" "panama"
"Armando Cooper" "Midfielder" 2 0 "2017" "panama"
"Ronaldo Nazario Cordoba" "Forward" 0 1 "2017" "panama"
"Richard Dixon" "Defender" 1 0 "2017" "panama"
"Fidel Escobar" "Defender" 2 0 "2017" "panama"
"Gabriel Gomez" "Midfielder" 1 0 "2017" "panama"
"Jose Gonzalez" "Forward" 1 1 "2017" "panama"
"Amilcar Henriquez Espinosa" "Defender" 2 1 "2017" "panama"
"Adolfo Machado" "Defender" 1 0 "2017" "panama"
"Roderick Miller" "Defender" 1 0 "2017" "panama"
"Michael Amir Murillo Bermudez" "Defender" 2 0 "2017" "panama"
"Josiel Nunez" "Midfielder" 1 0 "2017" "panama"
"Roberto Nurse" "Forward" 1 0 "2017" "panama"
"Luis Ovalle" "Defender" 2 1 "2017" "panama"
"Jaime Penedo" "Goalkeeper" 1 0 "2017" "panama"
"Blas Perez" "Forward" 1 1 "2017" "panama"
"Alberto Quintero" "Midfielder" 1 0 "2017" "panama"
"Luis Tejada" "Forward" 0 1 "2017" "panama"
"Gabriel Torres" "Forward" 1 0 "2017" "panama"
"Roman Torres" "Defender" 1 0 "2017" "panama"
"Manuel Vargas" "Midfielder" 1 1 "2017" "panama"
"Pablo Aguilar" "Defender" 5 0 "2016" "paraguay"
"Miguel Almiron" "Midfielder" 2 1 "2016" "paraguay"
"Eduardo Lorenzo Aranda" "Midfielder" 1 1 "2016" "paraguay"
"Victor Ayala" "Midfielder" 1 1 "2016" "paraguay"
"Fabian Balbuena" "Defender" 1 0 "2016" "paraguay"
"Lucas Barrios" "Forward" 3 0 "2016" "paraguay"
"Edgar Benitez" "Forward" 5 2 "2016" "paraguay"
"Jorge Benitez" "Forward" 3 3 "2016" "paraguay"
"Raul Bobadilla" "Forward" 0 2 "2016" "paraguay"
"Victor Caceres" "Midfielder" 2 1 "2016" "paraguay"
"Robert Piris Da Motta" "Midfielder" 2 0 "2016" "paraguay"
"Paulo da Silva" "Defender" 9 0 "2016" "paraguay"
"Cecilio Dominguez" "Forward" 0 1 "2016" "paraguay"
"Jonathan Fabbro" "Midfielder" 1 1 "2016" "paraguay"
"Gustavo Gomez" "Defender" 6 0 "2016" "paraguay"
"Derlis Gonzalez" "Forward" 8 0 "2016" "paraguay"
"Juan Iturbe" "Midfielder/Forward" 0 2 "2016" "paraguay"
"Dario Lezcano" "Forward" 8 0 "2016" "paraguay"
"Gustavo Mencia" "Defender" 0 1 "2016" "paraguay"
"Jorge Moreira" "Midfielder" 1 0 "2016" "paraguay"
"Jose Ortigoza" "Forward" 1 0 "2016" "paraguay"
"Nestor Ortigoza" "Midfielder" 5 0 "2016" "paraguay"
"Celso Ortiz" "Midfielder" 4 0 "2016" "paraguay"
"Richard Ortiz" "Midfielder" 5 0 "2016" "paraguay"
"Juan Patino" "Defender" 0 1 "2016" "paraguay"
"Hernan Perez" "Midfielder" 1 2 "2016" "paraguay"
"Ivan Rodrigo Piris" "Defender" 1 1 "2016" "paraguay"
"Rodrigo Rojas" "Midfielder" 1 3 "2016" "paraguay"
"Oscar Romero" "Midfielder" 3 2 "2016" "paraguay"
"Miguel Samudio" "Midfielder" 10 0 "2016" "paraguay"
"Arnaldo Antonio Sanabria" "Forward" 1 1 "2016" "paraguay"
"Roque Santa Cruz" "Forward" 0 1 "2016" "paraguay"
"Jonathan Santana Ghere" "Midfielder" 0 3 "2016" "paraguay"
"Federico Santander" "Forward" 1 1 "2016" "paraguay"
"Antony Silva" "Goalkeeper" 5 0 "2016" "paraguay"
"Bruno Valdez" "Defender" 7 0 "2016" "paraguay"
"Nelson Haedo Valdez" "Forward" 1 1 "2016" "paraguay"
"Raul Hernan Villalba" "Midfielder" 1 0 "2016" "paraguay"
"Justo Villar" "Goalkeeper" 5 0 "2016" "paraguay"
"Pablo Aguilar" "Defender" 1 0 "2017" "paraguay"
"Miguel Almiron" "Midfielder" 1 2 "2017" "paraguay"
"Junior Alonso" "Defender" 1 0 "2017" "paraguay"
"Victor Ayala" "Midfielder" 3 0 "2017" "paraguay"
"Diego Barreto" "Goalkeeper" 3 0 "2017" "paraguay"
"Lucas Barrios" "Forward" 0 1 "2017" "paraguay"
"Jorge Benitez" "Forward" 1 1 "2017" "paraguay"
"Salustiano Candia" "Defender" 3 0 "2017" "paraguay"
"Paulo da Silva" "Defender" 4 0 "2017" "paraguay"
"Cecilio Dominguez" "Forward" 0 1 "2017" "paraguay"
"Gustavo Gomez" "Defender" 3 0 "2017" "paraguay"
"Derlis Gonzalez" "Forward" 1 1 "2017" "paraguay"
"Dario Lezcano" "Forward" 3 0 "2017" "paraguay"
"Jorge Moreira" "Midfielder" 4 0 "2017" "paraguay"
"Nestor Ortigoza" "Midfielder" 1 0 "2017" "paraguay"
"Celso Ortiz" "Midfielder" 0 1 "2017" "paraguay"
"Hernan Perez" "Midfielder" 0 1 "2017" "paraguay"
"Cristian Riveros" "Midfielder" 4 0 "2017" "paraguay"
"Marcos Riveros" "Midfielder" 0 1 "2017" "paraguay"
"Rodrigo Rojas" "Midfielder" 3 0 "2017" "paraguay"
"Angel Romero" "Forward" 2 0 "2017" "paraguay"
"Oscar Romero" "Midfielder" 4 0 "2017" "paraguay"
"Federico Santander" "Forward" 1 1 "2017" "paraguay"
"Bruno Valdez" "Defender" 0 2 "2017" "paraguay"
"Justo Villar" "Goalkeeper" 1 0 "2017" "paraguay"
"Luis Abram" "Defender" 0 2 "2016" "peru"
"Luis Advincula" "Defender/Midfielder" 8 0 "2016" "peru"
"Armando Alfageme" "Midfielder" 0 2 "2016" "peru"
"Carlos Ascues" "Midfielder" 8 0 "2016" "peru"
"Adán Balbin" "Midfielder" 3 1 "2016" "peru"
"Josepmir Ballon" "Midfielder" 4 3 "2016" "peru"
"Cristian Benavente" "Midfielder" 1 2 "2016" "peru"
"Ivan Bulos" "Forward" 1 1 "2016" "peru"
"Carlos Caceda" "Goalkeeper" 1 0 "2016" "peru"
"Andre Carrillo" "Forward" 4 0 "2016" "peru"
"Jair Cespedes" "Defender" 3 1 "2016" "peru"
"Daniel Chavez" "Forward" 1 0 "2016" "peru"
"Aldo Corzo" "Defender" 2 0 "2016" "peru"
"Cristian Cueva" "Defender/Midfielder" 12 0 "2016" "peru"
"Luiz da Silva" "Forward" 2 1 "2016" "peru"
"Jefferson Farfan" "Forward" 6 0 "2016" "peru"
"Edison Flores" "Midfielder" 5 3 "2016" "peru"
"Pedro Gallese" "Goalkeeper" 11 0 "2016" "peru"
"Christofer Gonzales Crespo" "Midfielder" 0 2 "2016" "peru"
"Paolo Guerrero" "Forward" 10 0 "2016" "peru"
"Alejandro Hohberg" "Midfielder" 3 0 "2016" "peru"
"Paolo Hurtado" "Midfielder/Forward" 1 4 "2016" "peru"
"Carlos Lobaton" "Midfielder" 6 1 "2016" "peru"
"Diego Penny" "Goalkeeper" 2 1 "2016" "peru"
"Claudio Pizarro" "Forward" 4 0 "2016" "peru"
"Christian Ramos" "Defender" 6 3 "2016" "peru"
"Pedro Requena" "Defender" 0 1 "2016" "peru"
"Renzo Revoredo" "Defender" 4 0 "2016" "peru"
"Yordy Reyna" "Forward" 1 3 "2016" "peru"
"Alberto Rodriguez" "Defender" 7 0 "2016" "peru"
"Raul Ruidiaz" "Forward" 1 5 "2016" "peru"
"Joel Sanchez" "Midfielder" 0 2 "2016" "peru"
"Renato Tapia" "Defender" 9 4 "2016" "peru"
"Miguel Trauco" "Defender" 5 0 "2016" "peru"
"Juan Vargas" "Defender" 3 0 "2016" "peru"
"Óscar Vilchez" "Midfielder" 5 1 "2016" "peru"
"Yoshimar Yotun" "Defender/Midfielder" 4 7 "2016" "peru"
"Carlos Zambrano" "Defender" 7 0 "2016" "peru"
"Luis Abram" "Defender" 2 0 "2017" "peru"
"Pedro Aquino" "Midfielder" 1 1 "2017" "peru"
"Miguel Araujo" "Defender" 0 1 "2017" "peru"
"Irvin Avilla" "Forward" 2 0 "2017" "peru"
"Cristian Benavente" "Midfielder" 2 0 "2017" "peru"
"Aldo Corzo" "Defender" 4 0 "2017" "peru"
"Cristian Cueva" "Defender/Midfielder" 4 0 "2017" "peru"
"Luiz da Silva" "Forward" 0 2 "2017" "peru"
"Edison Flores" "Midfielder" 3 1 "2017" "peru"
"Pedro Gallese" "Goalkeeper" 4 0 "2017" "peru"
"Paolo Guerrero" "Forward" 3 1 "2017" "peru"
"Carlos Lobaton" "Midfielder" 1 1 "2017" "peru"
"Cesar Ortiz" "Midfielder" 1 0 "2017" "peru"
"Andy Polo" "Forward" 1 0 "2017" "peru"
"Christian Ramos" "Defender" 4 0 "2017" "peru"
"Renzo Revoredo" "Defender" 0 1 "2017" "peru"
"Alberto Rodriguez" "Defender" 2 0 "2017" "peru"
"Raul Ruidiaz" "Forward" 1 3 "2017" "peru"
"Joel Sanchez" "Midfielder" 0 1 "2017" "peru"
"Renato Tapia" "Defender" 3 0 "2017" "peru"
"Miguel Trauco" "Defender" 4 0 "2017" "peru"
"Yoshimar Yotun" "Defender/Midfielder" 2 0 "2017" "peru"
"Adrien Silva" "Midfielder" 6 1 "2016" "portugal"
"Andre Andre" "Midfielder" 3 0 "2016" "portugal"
"Andre Gomes" "Midfielder" 7 1 "2016" "portugal"
"Bernardo Silva" "Midfielder" 3 2 "2016" "portugal"
"Bruno Alves" "Defender" 5 0 "2016" "portugal"
"Ricardo Carvalho" "Defender" 8 1 "2016" "portugal"
"Cedric Soares" "Defender" 7 2 "2016" "portugal"
"Fabio Coentrao" "Defender/Midfielder" 1 0 "2016" "portugal"
"Danilo Pereira" "Midfielder" 9 5 "2016" "portugal"
"Danny" "Midfielder" 2 4 "2016" "portugal"
"Eder" "Forward" 2 8 "2016" "portugal"
"Eliseu" "Midfielder" 8 1 "2016" "portugal"
"Jose Fonte" "Defender" 7 3 "2016" "portugal"
"Goncalo Guedes" "Forward" 1 1 "2016" "portugal"
"Joao Mario" "Midfielder" 11 2 "2016" "portugal"
"Joao Moutinho" "Midfielder" 7 2 "2016" "portugal"
"Anthony Lopes" "Goalkeeper" 3 0 "2016" "portugal"
"Lucas Joao" "Forward" 1 1 "2016" "portugal"
"Tiago Mendes" "" 1 0 "2016" "portugal"
"Miguel Veloso" "Defender/Midfielder" 2 1 "2016" "portugal"
"Nani" "Midfielder" 13 2 "2016" "portugal"
"Nelson Cabral Semedo" "Defender" 1 0 "2016" "portugal"
"Nelson Oliveira" "Forward" 1 1 "2016" "portugal"
"Neto" "Defender" 1 1 "2016" "portugal"
"Pepe" "Defender/Centre back" 11 0 "2016" "portugal"
"Ricardo Pereira" "Defender" 0 2 "2016" "portugal"
"Rafa Silva" "Midfielder" 3 3 "2016" "portugal"
"Raphael Guerreiro" "Defender" 7 1 "2016" "portugal"
"Renato Sanches" "Midfielder" 1 8 "2016" "portugal"
"Ricardo Quaresma" "Midfielder" 4 10 "2016" "portugal"
"Cristiano Ronaldo" "Midfielder/Forward" 11 0 "2016" "portugal"
"Ruben Neves" "Midfielder" 1 1 "2016" "portugal"
"Rui Patricio" "Goalkeeper" 13 0 "2016" "portugal"
"Vieirinha" "Midfielder" 8 2 "2016" "portugal"
"William Carvalho" "Midfielder" 7 4 "2016" "portugal"
"Adrien Silva" "Midfielder" 2 1 "2017" "portugal"
"Andre Gomes" "Midfielder" 2 1 "2017" "portugal"
"Andre Silva" "Forward" 1 2 "2017" "portugal"
"Vitorino Antunes" "Defender" 1 1 "2017" "portugal"
"Bernardo Silva" "Midfielder" 2 1 "2017" "portugal"
"Bruno Alves" "Defender" 1 0 "2017" "portugal"
"Cedric Soares" "Defender" 1 0 "2017" "portugal"
"Eder" "Forward" 2 1 "2017" "portugal"
"Eduardo" "Goalkeeper" 1 0 "2017" "portugal"
"Eliseu" "Midfielder" 0 1 "2017" "portugal"
"Jose Fonte" "Defender" 3 0 "2017" "portugal"
"Joao Cancelo" "Defender" 3 0 "2017" "portugal"
"Joao Mario" "Midfielder" 2 2 "2017" "portugal"
"Joao Moutinho" "Midfielder" 3 1 "2017" "portugal"
"Gelson Martins" "Forward" 0 2 "2017" "portugal"
"Nani" "Midfielder" 2 0 "2017" "portugal"
"Pepe" "Defender/Centre back" 4 0 "2017" "portugal"
"Rafa Silva" "Midfielder" 0 1 "2017" "portugal"
"Raphael Guerreiro" "Defender" 3 0 "2017" "portugal"
"Ricardo Quaresma" "Midfielder" 3 1 "2017" "portugal"
"Cristiano Ronaldo" "Midfielder/Forward" 2 0 "2017" "portugal"
"Rui Patricio" "Goalkeeper" 3 0 "2017" "portugal"
"William Carvalho" "Midfielder" 3 0 "2017" "portugal"
"Harry Arter" "Midfielder" 1 0 "2016" "republic-of-ireland"
"Robbie Brady" "Defender/Midfielder" 12 1 "2016" "republic-of-ireland"
"Cyrus Christie" "Defender" 4 0 "2016" "republic-of-ireland"
"Ciaran Clark" "Defender/Midfielder" 8 0 "2016" "republic-of-ireland"
"Seamus Coleman" "Defender/Midfielder" 10 0 "2016" "republic-of-ireland"
"Kevin Doyle" "Forward" 1 0 "2016" "republic-of-ireland"
"Shane Duffy" "Defender/Centre back" 4 0 "2016" "republic-of-ireland"
"Rob Elliot" "Goalkeeper" 1 0 "2016" "republic-of-ireland"
"David Forde" "Goalkeeper" 0 1 "2016" "republic-of-ireland"
"Darron Gibson" "Midfielder" 1 1 "2016" "republic-of-ireland"
"Shay Given" "Goalkeeper" 4 0 "2016" "republic-of-ireland"
"Jonny Hayes" "Midfielder" 0 2 "2016" "republic-of-ireland"
"Jeff Hendrick" "Midfielder" 11 1 "2016" "republic-of-ireland"
"Wes Hoolahan" "Midfielder" 8 6 "2016" "republic-of-ireland"
"Alan Judge" "Midfielder/Forward" 1 0 "2016" "republic-of-ireland"
"Robbie Keane" "Forward" 2 3 "2016" "republic-of-ireland"
"Richard Keogh" "Defender" 7 0 "2016" "republic-of-ireland"
"Shane Long" "Forward" 8 5 "2016" "republic-of-ireland"
"James McCarthy" "Midfielder" 11 1 "2016" "republic-of-ireland"
"James McClean" "Midfielder/Forward" 5 7 "2016" "republic-of-ireland"
"Aiden McGeady" "Midfielder" 2 7 "2016" "republic-of-ireland"
"David McGoldrick" "Forward" 1 1 "2016" "republic-of-ireland"
"Paul McShane" "Defender" 1 0 "2016" "republic-of-ireland"
"David Meyler" "Midfielder" 2 1 "2016" "republic-of-ireland"
"Daryl Murphy" "Forward" 6 1 "2016" "republic-of-ireland"
"Callum O'Dowda" "Forward" 0 1 "2016" "republic-of-ireland"
"Eunan O'Kane" "Midfielder" 1 3 "2016" "republic-of-ireland"
"John O'Shea" "Defender" 8 2 "2016" "republic-of-ireland"
"Alex Pearce" "Defender/Centre back" 0 1 "2016" "republic-of-ireland"
"Anthony Pilkington" "Midfielder" 0 1 "2016" "republic-of-ireland"
"Stephen Quinn" "Midfielder" 2 2 "2016" "republic-of-ireland"
"Darren Randolph" "Goalkeeper" 9 2 "2016" "republic-of-ireland"
"Jon Walters" "Midfielder/Forward" 7 1 "2016" "republic-of-ireland"
"Stephen Ward" "Defender/Midfielder" 7 0 "2016" "republic-of-ireland"
"Glenn Whelan" "Midfielder" 9 0 "2016" "republic-of-ireland"
"Marc Wilson" "Defender/Midfielder" 0 1 "2016" "republic-of-ireland"
"Harry Arter" "Midfielder" 1 0 "2017" "republic-of-ireland"
"Robbie Brady" "Defender/Midfielder" 3 0 "2017" "republic-of-ireland"
"Cyrus Christie" "Defender" 1 0 "2017" "republic-of-ireland"
"Ciaran Clark" "Defender/Midfielder" 3 1 "2017" "republic-of-ireland"
"Seamus Coleman" "Defender/Midfielder" 3 0 "2017" "republic-of-ireland"
"Shane Duffy" "Defender/Centre back" 2 0 "2017" "republic-of-ireland"
"Jeff Hendrick" "Midfielder" 2 1 "2017" "republic-of-ireland"
"Wes Hoolahan" "Midfielder" 1 1 "2017" "republic-of-ireland"
"Robbie Keane" "Forward" 1 0 "2017" "republic-of-ireland"
"Richard Keogh" "Defender" 1 0 "2017" "republic-of-ireland"
"Shane Long" "Forward" 4 0 "2017" "republic-of-ireland"
"James McCarthy" "Midfielder" 2 0 "2017" "republic-of-ireland"
"James McClean" "Midfielder/Forward" 3 1 "2017" "republic-of-ireland"
"David Meyler" "Midfielder" 0 1 "2017" "republic-of-ireland"
"Daryl Murphy" "Forward" 0 1 "2017" "republic-of-ireland"
"Callum O'Dowda" "Forward" 0 2 "2017" "republic-of-ireland"
"Eunan O'Kane" "Midfielder" 0 1 "2017" "republic-of-ireland"
"John O'Shea" "Defender" 1 1 "2017" "republic-of-ireland"
"Stephen Quinn" "Midfielder" 1 1 "2017" "republic-of-ireland"
"Darren Randolph" "Goalkeeper" 3 1 "2017" "republic-of-ireland"
"Jon Walters" "Midfielder/Forward" 4 0 "2017" "republic-of-ireland"
"Stephen Ward" "Defender/Midfielder" 3 1 "2017" "republic-of-ireland"
"Kieren Westwood" "Goalkeeper" 1 0 "2017" "republic-of-ireland"
"Glenn Whelan" "Midfielder" 3 1 "2017" "republic-of-ireland"
"Marc Wilson" "Defender/Midfielder" 1 0 "2017" "republic-of-ireland"
"Denis Alibec" "Forward" 2 4 "2016" "romania"
"Florin Andone" "Forward" 3 5 "2016" "romania"
"Constantin Budescu" "Forward" 3 1 "2016" "romania"
"Alexandru Chipciu" "Midfielder" 3 3 "2016" "romania"
"Vlad Chiriches" "Defender" 12 0 "2016" "romania"
"Steliano Filip" "Defender" 3 2 "2016" "romania"
"Valerica Gaman" "Defender" 1 0 "2016" "romania"
"Dragos Grigore" "Defender" 11 0 "2016" "romania"
"Ovidiu Hoban" "Defender/Midfielder" 9 3 "2016" "romania"
"Adrian Ioan Hora" "Midfielder" 0 2 "2016" "romania"
"Andrei Virgil Ivan" "Forward" 0 3 "2016" "romania"
"Claudiu Keseru" "Forward" 6 3 "2016" "romania"
"Alexandru Matel" "Defender" 4 0 "2016" "romania"
"Alexandru Maxim" "Midfielder" 1 6 "2016" "romania"
"Cosmin Moti" "Defender" 2 0 "2016" "romania"
"Costel Pantilimon" "Goalkeeper" 2 0 "2016" "romania"
"Paul Papp" "Defender" 3 0 "2016" "romania"
"Mihai Pintilii" "Defender/Midfielder" 10 0 "2016" "romania"
"Adrian Popa" "Midfielder" 7 3 "2016" "romania"
"Andrei Prepelita" "Midfielder" 4 4 "2016" "romania"
"Razvan Rat" "Defender/Midfielder" 9 1 "2016" "romania"
"Adrian Ropotan" "Midfielder" 1 1 "2016" "romania"
"Raul Rusescu" "Forward" 1 1 "2016" "romania"
"Lucian Sanmartean" "Midfielder" 4 5 "2016" "romania"
"Cristian Sapunaru" "Defender" 7 0 "2016" "romania"
"Nicolae Stanciu" "Midfielder" 5 2 "2016" "romania"
"Bogdan Stancu" "Forward" 10 0 "2016" "romania"
"Cristian Tanase" "Midfielder" 1 0 "2016" "romania"
"Ciprian Tatarusanu" "Goalkeeper" 11 0 "2016" "romania"
"Gabriel Torje" "Forward" 8 5 "2016" "romania"
"Alin Tosca" "Defender/Midfielder" 0 2 "2016" "romania"
"Florin Andone" "Forward" 1 1 "2017" "romania"
"Romario  Benzar" "Defender" 3 0 "2017" "romania"
