teamA,teamB,matchDate,matchVenue
Yugoslavia,Bulgaria,01 June 1966,"JNA Stadion, Belgrade"
Algeria,Morocco,31 October 1965,"Stade du 5 Juillet 1962, Algiers"
Portugal,Czechoslovakia,31 October 1965,das Antas LISBON
Northern Ireland,Wales,31 March 1965,Windsor Park
USSR,Wales,30 May 1965,"Lenin, Moscow"
Venezuela,Uruguay,30 May 1965,CARACAS
Romania,Czechoslovakia,30 May 1965,"23 August, Bucuresti"
Costa Rica,Haiti,30 March 1965,Estadio Nacional Mateo Flores
Sweden,Brazil,30 June 1965,"Rasunda, Solna"
Jamaica,Mexico,30 April 1965,"National Stadium, Kingston"
Hong Kong,Australia,29 November 1965,HONG KONG
Bulgaria,Belgium,29 December 1965,"Comunale, Florence"
Bolivia,Argentina,29 August 1965,"Estadio Hernando Siles, La Paz"
USSR,Morocco,28 September 1965,KYIV
Guatemala,Haiti,28 March 1965,Estadio Nacional Mateo Flores
Mexico,El Salvador,28 March 1965,Estadio Nacional Mateo Flores
Tunisia,Morocco,28 February 1965,TUNIS
Honduras,Mexico,28 February 1965,SAN PEDRO SULA
Costa Rica,Panama,28 February 1965,SAN JOSE
West Germany,Finland,27 October 1965,WIESBADEN
Wales,USSR,27 October 1965,"Ninian Park, Cardiff"
Denmark,Greece,27 October 1965,"Idraetsparken, Copenhagen"
Spain,Republic of Ireland,27 October 1965,"Estadio Sanchez Pizjuan, Sevilla"
Belgium,Bulgaria,27 October 1965,"Constant Vanden Stock, Anderlecht"
Finland,Scotland,27 May 1965,"Olympiastadion, Helsinski"
Hungary,Italy,27 June 1965,"Nepstadion, Budapest"
USSR,Denmark,27 June 1965,"Lenin, Moscow"
Ivory Coast,Algeria,27 July 1965,BRAZZAVILLE
Bulgaria,Belgium,26 September 1965,"Slavia Stadium, Sofia"
Sweden,West Germany,26 September 1965,"Rasunda, Solna"
Switzerland,West Germany,26 May 1965,"St Jakob Park, Basel"
Israel,Netherlands,26 January 1965,"Bloomfield Stadium, Jaffa"
Iran,Turkey,25 July 1965,TEHRAN
Ecuador,Colombia,25 July 1965,GUAYAQUIL
Algeria,Ivory Coast,25 July 1965,BRAZZAVILLE
Paraguay,Bolivia,25 July 1965,ASUNCION
Czechoslovakia,Portugal,25 April 1965,"Tehelne Pole Stadion, Bratislava"
Costa Rica,Mexico,25 April 1965,"La Sabana, San Jose"
Paraguay,Uruguay,25 April 1965,ASUNCION
Korea DPR,Australia,24 November 1965,"Olympic Stadium, Phnom Penh"
Scotland,Wales,24 November 1965,"Hampden Park, Glasgow"
France,Austria,24 March 1965,"Parc Des Princes, Paris"
Republic of Ireland,Belgium,24 March 1965,"Dalymount Park, Dublin"
Portugal,Brazil,24 June 1965,"Estadio das Antas, Porto"
Portugal,Turkey,24 January 1965,"Nacional, Lisbon"
Turkey,Romania,23 October 1965,ANKARA
USSR,Greece,23 May 1965,"Lenin, Moscow"
Uruguay,Venezuela,23 May 1965,"Estadio Centenario, Montevideo"
Finland,Italy,23 June 1965,"Olympiastadion, Helsinski"
Jamaica,Costa Rica,22 May 1965,KINGSTON
Sweden,Finland,22 August 1965,Skogsvallen LULEA
Bolivia,Paraguay,22 August 1965,Nacional LA PAZ
Czechoslovakia,Turkey,21 November 1965,"Za Luzankami, Brno"
Tunisia,Ghana,21 November 1965,"Stade Chedly Zouiten, Tunis"
Israel,Bulgaria,21 November 1965,"Ramat Gan Stadium, Tel Aviv"
Korea DPR,Australia,21 November 1965,"Olympic Stadium, Phnom Penh"
Brazil,USSR,21 November 1965,"Maracana, Rio de Janeiro"
Brazil,Hungary,21 November 1965,"Estadio do Pacaembu, Sao Paulo"
Romania,Portugal,21 November 1965,"23 August, Bucuresti"
USA,Honduras,21 March 1965,"Estadio Nacional, Tegucigalpa"
England,Austria,20 October 1965,Wembley Stadium
Denmark,Sweden,20 June 1965,"Idraetsparken, Copenhagen"
Colombia,Ecuador,20 July 1965,BARRANQUILLA
Czechoslovakia,Romania,19 September 1965,Strahov PRAHA
Ivory Coast,Ghana,19 November 1965,Municipal BIZERTE
Costa Rica,Paraguay,19 March 1965,SAN JOSE
Ivory Coast,Algeria,19 July 1965,"Stade Alphonse Massamba Debat, Brazzaville"
Algeria,USSR,19 December 1965,"El Annasser, Algiers"
Turkey,Portugal,19 April 1965,Ankara 19 Mayis Stadyumu
Ivory Coast,Algeria,18 November 1965,BRAZZAVILLE
Yugoslavia,France,18 April 1965,"Crvena Zvezda, Beograd"
Netherlands,Switzerland,17 October 1965,"Olympic, Amsterdam"
Denmark,USSR,17 October 1965,"Idraetsparken, Copenhagen"
Northern Ireland,Netherlands,17 March 1965,Windsor Park
Honduras,USA,17 March 1965,SAN PEDRO SULA
Costa Rica,Paraguay,17 March 1965,SAN JOSE
Wales,Greece,17 March 1965,"Ninian Park, Cardiff"
Israel,Switzerland,17 March 1965,"Bloomfield Stadium, Jaffa"
Algeria,Brazil,17 June 1965,"Stade Ahmed Zabana, Oran"
Argentina,Bolivia,17 August 1965,"River Plate, Buenos Aires"
Mexico,Costa Rica,16 May 1965,"Universitaria, Mexico City"
Sweden,England,16 May 1965,"Nya Ullevi, Goteborg"
Peru,Venezuela,16 May 1965,"Nacional, Lima"
USSR,Austria,16 May 1965,"Lenin, Moscow"
Sweden,Italy,16 June 1965,"Stadion Malmo, Malmo"
Jamaica,Cuba,16 January 1965,"National Stadium, Kingston"
Hong Kong,Japan,15 March 1965,"Government Stadium, Hong Kong"
Switzerland,Netherlands,14 November 1965,"Stade de Suisse, Berne"
Tunisia,Algeria,14 March 1965,TUNIS
Morocco,Tunisia,14 March 1965,TRIPOLI
Guatemala,Paraguay,14 March 1965,GUATEMALA CITY
West Germany,Italy,13 March 1965,"Volkspark, Hamburg"
Bulgaria,Israel,13 June 1965,"Slavia Stadium, Sofia"
Austria,Hungary,13 June 1965,"Praterstadion, Wien"
Portugal,Romania,13 June 1965,"Nacional, Lisbon"
Uruguay,Peru,13 June 1965,"Estadio Centenario, Montevideo"
West Germany,England,12 May 1965,"Stadtisches, Nurnberg"
Mexico,USA,12 March 1965,"Azteca Stadium, Mexico City"
Costa Rica,Jamaica,11 May 1965,SAN JOSE
Hong Kong,Japan,11 March 1965,"Government Stadium, Hong Kong"
Honduras,Costa Rica,11 July 1965,TEGUCIGALPA
Guatemala,Mexico,11 April 1965,Estadio Nacional Mateo Flores
El Salvador,Haiti,11 April 1965,Estadio Nacional Mateo Flores
England,Northern Ireland,10 November 1965,Wembley Stadium
Israel,Belgium,10 November 1965,"Ramat Gan Stadium, Tel Aviv"
Republic of Ireland,Spain,10 November 1965,"Parc Des Princes, Paris"
Haiti,Panama,10 March 1965,PORT AU PRINCE
Guatemala,Paraguay,10 March 1965,GUATEMALA CITY
Greece,Bulgaria,10 February 1965,"Panathinaikos Stadium, Athens"
England,Scotland,10 April 1965,Wembley Stadium
France,Yugoslavia,09 October 1965,"Parc Des Princes, Paris"
West Germany,Austria,09 October 1965,"Neckarstadion, Stuttgart"
Turkey,Czechoslovakia,09 October 1965,"Ali Sami Yen Stadi, Istanbul"
Scotland,Italy,09 November 1965,"Hampden Park, Glasgow"
Bulgaria,Turkey,09 May 1965,"Slavia Stadium, Sofia"
Belgium,Israel,09 May 1965,"King Baudouin Stadium, Brussels"
Yugoslavia,England,09 May 1965,"Crvena Zvezda, Beograd"
Brazil,Argentina,09 June 1965,"Maracana, Rio de Janeiro"
Denmark,Finland,09 June 1965,"Idraetsparken, Copenhagen"
Iceland,Republic of Ireland,09 August 1965,"Laugardalsvollur, Reykyavik"
Scotland,Spain,08 May 1965,"Hampden Park, Glasgow"
Cuba,Jamaica,08 February 1965,"Estadio Pedro Marrero, La Habana"
Spain,England,08 December 1965,"Santiago Bernabeu, Madrid"
Paraguay,Argentina,08 August 1965,Olimpia ASUNCION
Brazil,Uruguay,07 September 1965,"Estadio Mineirao, Belo Horizonte"
Mexico,Jamaica,07 May 1965,"Universitaria, Mexico City"
USA,Mexico,07 March 1965,"Coliseum Stadium, Los Angeles"
Italy,Scotland,07 December 1965,"San Paolo, Naples"
Netherlands,Northern Ireland,07 April 1965,"de Kuip Feyenoord, Rotterdam"
Czechoslovakia,Austria,07 April 1965,BRNO
Peru,Uruguay,06 June 1965,"Nacional, Lima"
Brazil,West Germany,06 June 1965,"Maracana, Rio de Janeiro"
Mexico,Costa Rica,06 April 1965,Estadio Nacional Mateo Flores
Hungary,Austria,05 September 1965,"Nepstadion, Budapest"
England,Hungary,05 May 1965,Wembley Stadium
Republic of Ireland,Spain,05 May 1965,"Dalymount Park, Dublin"
Iceland,Denmark,05 July 1965,"Laugardalsvollur, Reykyavik"
Uruguay,USSR,05 December 1965,"Estadio Centenario, Montevideo"
Jamaica,Trinidad and Tobago,05 August 1965,KINGSTON
USSR,Yugoslavia,04 September 1965,"Lenin, Moscow"
Mexico,Honduras,04 March 1965,"Azteca Stadium, Mexico City"
USSR,Brazil,04 July 1965,"Lenin, Moscow"
Guatemala,El Salvador,04 April 1965,Estadio Nacional Mateo Flores
Mexico,Haiti,04 April 1965,Estadio Nacional Mateo Flores
Greece,USSR,03 October 1965,"Karaiskaki, Piraeus"
France,Argentina,03 June 1965,"Parc Des Princes, Paris"
Peru,Paraguay,03 April 1965,LIMA
Northern Ireland,Scotland,02 October 1965,Windsor Park
Wales,England,02 October 1965,"Ninian Park, Cardiff"
Morocco,Tunisia,02 May 1965,Casablanca
Romania,Turkey,02 May 1965,"23 August, Bucuresti"
Brazil,Belgium,02 June 1965,"Maracana, Rio de Janeiro"
Venezuela,Peru,02 June 1965,CARACAS
Uruguay,Paraguay,01 May 1965,"Estadio Centenario, Montevideo"
Italy,Wales,01 May 1965,"Comunale, Florence"
Argentina,USSR,01 December 1965,"River Plate, Buenos Aires"
Wales,Denmark,01 December 1965,"Racecourse Ground, Wrexham"
Argentina,Paraguay,01 August 1965,"River Plate, Buenos Aires"
Guatemala,Costa Rica,01 April 1965,Estadio Nacional Mateo Flores
Argentina,Portugal,31 May 1964,"Maracana, Rio de Janeiro"
Belgium,Netherlands,30 September 1964,"Bosuilstadion, Antwerp"
Brazil,England,30 May 1964,"Maracana, Rio de Janeiro"
Bulgaria,USSR,29 November 1964,"Vasil Levski, Sofia"
Greece,Denmark,29 November 1964,Athens
Northern Ireland,Uruguay,29 April 1964,Windsor Park
West Germany,Czechoslovakia,29 April 1964,Sudweststadion LUDWIGSHAFEN
Switzerland,Portugal,29 April 1964,"Letzigrund, Zurich"
Netherlands,Sweden,29 April 1964,"de Kuip Feyenoord, Rotterdam"
Israel,Yugoslavia,28 October 1964,"Bloomfield Stadium, Jaffa"
Sweden,Denmark,28 June 1964,"Stadion Malmo, Malmo"
Austria,Yugoslavia,27 September 1964,"Praterstadion, Wien"
USSR,Sweden,27 May 1964,"Lenin, Moscow"
USA,England,27 May 1964,Downing Stadium
Iceland,Scotland,27 July 1964,"Laugardalsvollur, Reykyavik"
Algeria,Tunisia,27 December 1964,"Stade du 5 Juillet 1962, Algiers"
Israel,Hong Kong,26 May 1964,"Ramat Gan Stadium, Tel Aviv"
Morocco,Uruguay,26 April 1964,Casablanca
Hungary,Yugoslavia,25 October 1964,"Nepstadion, Budapest"
Zambia,Ghana,25 October 1964,LUSAKA
Paraguay,Argentina,25 November 1964,Olimpia ASUNCION
Scotland,Northern Ireland,25 November 1964,"Hampden Park, Glasgow"
France,Hungary,25 April 1964,"Stade De Colombes, Paris"
Republic of Ireland,England,24 May 1964,"Dalymount Park, Dublin"
Egypt,Romania,23 September 1964,CAIRO
Hungary,France,23 May 1964,"Nepstadion, Budapest"
Iceland,Finland,23 August 1964,"Laugardalsvollur, Reykyavik"
Yugoslavia,USSR,22 November 1964,"Crvena Zvezda, Beograd"
Belgium,Netherlands,22 March 1964,"Bosuilstadion, Antwerp"
Egypt,Algeria,22 March 1964,Alexandria
England,Belgium,21 October 1964,Wembley Stadium
Denmark,Wales,21 October 1964,"Idraetsparken, Copenhagen"
Scotland,Finland,21 October 1964,"Hampden Park, Glasgow"
Spain,USSR,21 June 1964,"Santiago Bernabeu, Madrid"
USSR,Uruguay,20 May 1964,"Lenin, Moscow"
Denmark,Hungary,20 June 1964,"Nou Camp, Barcelona"
Turkey,Bulgaria,20 December 1964,Galatasaray ISTANBUL
England,Wales,18 November 1964,Wembley Stadium
Czechoslovakia,Yugoslavia,17 May 1964,Strahov PRAHA
Portugal,England,17 May 1964,"Nacional, Lisbon"
Israel,England,17 May 1964,"Bloomfield Stadium, Jaffa"
Spain,Hungary,17 June 1964,"Santiago Bernabeu, Madrid"
Denmark,USSR,17 June 1964,"Nou Camp, Barcelona"
Portugal,Spain,15 November 1964,"Estadio das Antas, Porto"
Wales,Northern Ireland,15 April 1964,"Vetch Field, Swansea"
Switzerland,Belgium,15 April 1964,"Stade des Charmilles, Geneva"
Northern Ireland,Switzerland,14 October 1964,Windsor Park
Tunisia,Romania,14 October 1964,TUNIS
Tunisia,Romania,14 October 1964,TUNIS
Switzerland,Northern Ireland,14 November 1964,"Stade Olympique de la Pontaise, Lausanne"
Austria,Uruguay,14 May 1964,"Praterstadion, Wien"
Sweden,USSR,13 May 1964,"Rasunda, Solna"
Japan,Korea Republic,13 August 1964,KUALA LUMPAR
West Germany,Scotland,12 May 1964,"Niedersachsenstadion, Hannover"
Netherlands,Austria,12 April 1964,"Olympic, Amsterdam"
Algeria,Romania,11 October 1964,"Stade du 5 Juillet 1962, Algiers"
Algeria,Romania,11 October 1964,"Stade Ahmed Zabana, Oran"
Austria,USSR,11 October 1964,"Praterstadion, Wien"
Hungary,Czechoslovakia,11 October 1964,"Nepstadion, Budapest"
Spain,Republic of Ireland,11 March 1964,"Estadio Sanchez Pizjuan, Sevilla"
Scotland,England,11 April 1964,"Hampden Park, Glasgow"
Italy,Czechoslovakia,11 April 1964,"Comunale, Florence"
Switzerland,Italy,10 May 1964,"Stade Olympique de la Pontaise, Lausanne"
Netherlands,England,09 December 1964,"Olympic, Amsterdam"
Greece,Wales,09 December 1964,Athens
Argentina,Paraguay,08 December 1964,"River Plate, Buenos Aires"
Republic of Ireland,Spain,08 April 1964,"Dalymount Park, Dublin"
Brazil,Argentina,07 September 1964,"Maracana, Rio de Janeiro"
Tunisia,Turkey,07 June 1964,TUNIS
Finland,West Germany,07 June 1964,"Olympiastadion, Helsinski"
Brazil,Portugal,07 June 1964,"Maracana, Rio de Janeiro"
Finland,Denmark,06 September 1964,"Olympiastadion, Helsinski"
England,Uruguay,06 May 1964,Wembley Stadium
Argentina,England,06 June 1964,"Maracana, Rio de Janeiro"
Algeria,USSR,05 November 1964,"El Annasser, Algiers"
Italy,Denmark,05 December 1964,"Comunale, Bologna"
Japan,Korea Republic,04 September 1964,KUALA LUMPAR
Switzerland,Hungary,04 October 1964,"Stade de Suisse, Berne"
Italy,Finland,04 November 1964,"Luigi Ferraris, Genoa"
Algeria,USSR,04 November 1964,"El Annasser, Algiers"
West Germany,Sweden,04 November 1964,"Berliner Olympiastadion, Berlin"
England,Portugal,04 June 1964,"Estadio do Pacaembu, Sao Paulo"
Northern Ireland,England,03 October 1964,Windsor Park
Wales,Scotland,03 October 1964,"Ninian Park, Cardiff"
Austria,Hungary,03 May 1964,"Praterstadion, Wien"
Belgium,Portugal,03 May 1964,"King Baudouin Stadium, Brussels"
Israel,Korea Republic,03 June 1964,"Ramat Gan Stadium, Tel Aviv"
Brazil,Argentina,03 June 1964,"Estadio do Pacaembu, Sao Paulo"
Hong Kong,Israel,02 January 1964,HONG KONG
Belgium,France,02 December 1964,"King Baudouin Stadium, Brussels"
Finland,Sweden,02 August 1964,"Olympiastadion, Helsinski"
Turkey,Tunisia,01 November 1964,ANKARA
Algeria,West Germany,01 January 1964,"Stade du 5 Juillet 1962, Algiers"
Israel,Denmark,01 December 1964,JAFFA
Algeria,Yugoslavia,31 October 1963,"Stade du 5 Juillet 1962, Algiers"
Switzerland,Netherlands,31 March 1963,"Stade de Suisse, Berne"
Belgium,Yugoslavia,31 March 1963,"King Baudouin Stadium, Brussels"
El Salvador,Guatemala,31 March 1963,Flor Blanca SANTA ANA
Honduras,Panama,31 March 1963,Flor Blanca SANTA ANA
Argentina,Paraguay,31 March 1963,"Estadio Hernando Siles, La Paz"
Ecuador,Colombia,31 March 1963,"Estadio Hernando Siles, La Paz"
Bolivia,Brazil,31 March 1963,"Estadio Felix Capriles, Cochabamba"
Northern Ireland,Spain,30 October 1963,Windsor Park
Spain,Northern Ireland,30 May 1963,"Estadio San Mames, Bilbao"
Costa Rica,Mexico,30 March 1963,Flor Blanca SANTA ANA
Bulgaria,France,29 September 1963,"Vasil Levski, Sofia"
Spain,Morocco,29 September 1963,SALERNO
Italy,Turkey,29 September 1963,NAPLES
Argentina,Paraguay,29 October 1963,"River Plate, Buenos Aires"
Czechoslovakia,England,29 May 1963,"Tehelne Pole Stadion, Bratislava"
Honduras,Guatemala,29 March 1963,Flor Blanca SANTA ANA
Morocco,West Germany,29 December 1963,Casablanca
West Germany,Turkey,28 September 1963,"Waldstadion, Frankfurt"
Mexico,Jamaica,28 March 1963,Flor Blanca SANTA ANA
Bolivia,Argentina,28 March 1963,"Estadio Hernando Siles, La Paz"
Algeria,Czechoslovakia,28 February 1963,"Stade du 5 Juillet 1962, Algiers"
Algeria,Morocco,28 February 1963,"Stade du 5 Juillet 1962, Algiers"
Algeria,Hungary,28 December 1963,"Stade du 5 Juillet 1962, Algiers"
Bulgaria,Czechoslovakia,28 April 1963,"Vasil Levski, Sofia"
France,Brazil,28 April 1963,"Stade De Colombes, Paris"
Morocco,France,28 April 1963,Casablanca
Italy,Morocco,27 September 1963,CASERTA
Turkey,Egypt,27 September 1963,BENEVENTO
Hungary,Austria,27 October 1963,"Nepstadion, Budapest"
El Salvador,Honduras,27 March 1963,Municipal SAN SALVADOR
Turkey,Italy,27 March 1963,Mithat Pasa ANKARA
Brazil,Ecuador,27 March 1963,"Estadio Felix Capriles, Cochabamba"
Paraguay,Peru,27 March 1963,"Estadio Felix Capriles, Cochabamba"
France,England,27 February 1963,"Parc Des Princes, Paris"
France,Bulgaria,26 October 1963,"Parc Des Princes, Paris"
Algeria,Czechoslovakia,26 February 1963,"Stade Ahmed Zabana, Oran"
Austria,Republic of Ireland,25 September 1963,"Praterstadion, Wien"
Morocco,Tunisia,25 September 1963,NAPLES
El Salvador,Panama,25 March 1963,Municipal SAN SALVADOR
France,Belgium,25 December 1963,"Parc Des Princes, Paris"
Ghana,Tunisia,24 November 1963,Accra
Costa Rica,Jamaica,24 March 1963,Flor Blanca SANTA ANA
Argentina,Brazil,24 March 1963,"Estadio Hernando Siles, La Paz"
Peru,Colombia,24 March 1963,"Estadio Hernando Siles, La Paz"
Bolivia,Paraguay,24 March 1963,"Estadio Felix Capriles, Cochabamba"
Austria,Czechoslovakia,24 April 1963,"Praterstadion, Wien"
Belgium,Brazil,24 April 1963,"King Baudouin Stadium, Brussels"
Turkey,Spain,23 September 1963,NAPLES
Guatemala,Panama,23 March 1963,Flor Blanca SANTA ANA
Bulgaria,Portugal,23 January 1963,"Olimpico, Roma"
USSR,Hungary,22 September 1963,"Lenin, Moscow"
USSR,Sweden,22 May 1963,"Lenin, Moscow"
Italy,Tunisia,21 September 1963,NAPLES
Bolivia,Peru,21 March 1963,"Estadio Hernando Siles, La Paz"
Portugal,Brazil,21 April 1963,"Estadio da Luz, Lisbon"
Netherlands,Belgium,20 October 1963,"Olympic, Amsterdam"
England,Northern Ireland,20 November 1963,Wembley Stadium
Scotland,Wales,20 November 1963,"Hampden Park, Glasgow"
Wales,Hungary,20 March 1963,"Ninian Park, Cardiff"
Argentina,Ecuador,20 March 1963,"Estadio Felix Capriles, Cochabamba"
Paraguay,Colombia,20 March 1963,"Estadio Felix Capriles, Cochabamba"
Paraguay,Bolivia,20 February 1963,ASUNCION
Israel,Brazil,19 May 1963,"Ramat Gan Stadium, Tel Aviv"
Hungary,Denmark,19 May 1963,"Nepstadion, Budapest"
Yugoslavia,Sweden,19 June 1963,"JNA Stadion, Belgrade"
Sweden,Yugoslavia,18 September 1963,"Stadion Malmo, Malmo"
Spain,Egypt,18 September 1963,SALERNO
Egypt,Brazil,17 May 1963,Nasser CAIRO
Paraguay,Brazil,17 March 1963,"Estadio Hernando Siles, La Paz"
Peru,Ecuador,17 March 1963,"Estadio Hernando Siles, La Paz"
Bolivia,Colombia,17 March 1963,"Estadio Felix Capriles, Cochabamba"
Paraguay,Bolivia,17 February 1963,ASUNCION
Netherlands,France,17 April 1963,"de Kuip Feyenoord, Rotterdam"
Japan,West Germany,16 October 1963,TOKYO
Ghana,Hungary,16 December 1963,Accra
Brazil,Argentina,16 April 1963,"Maracana, Rio de Janeiro"
Paraguay,Argentina,15 October 1963,"Estadio de Puerto Sajonia, Asuncion"
Tunisia,Morocco,15 June 1963,TUNIS
Tunisia,Algeria,15 December 1963,TUNIS
England,Iceland,14 September 1963,"London, London"
Brazil,Colombia,14 March 1963,"Estadio Hernando Siles, La Paz"
Paraguay,Ecuador,14 March 1963,"Estadio Hernando Siles, La Paz"
Italy,Austria,14 December 1963,"Stadio Comunale, Turin"
Sweden,Finland,14 August 1963,"Rasunda, Solna"
USSR,Italy,13 October 1963,"Lenin, Moscow"
Republic of Ireland,Austria,13 October 1963,"Dalymount Park, Dublin"
Argentina,Peru,13 March 1963,"Estadio Felix Capriles, Cochabamba"
Spain,Scotland,13 June 1963,"Santiago Bernabeu, Madrid"
Morocco,Switzerland,13 January 1963,Casablanca
Japan,Korea Republic,13 August 1963,"Merdeka, Kuala Lumpar"
Brazil,Argentina,13 April 1963,"Morumbi, Sao Paulo"
Ivory Coast,Tunisia,13 April 1963,DAKAR
Northern Ireland,Scotland,12 October 1963,Windsor Park
Wales,England,12 October 1963,"Ninian Park, Cardiff"
Italy,Brazil,12 May 1963,"San Siro, Milan"
France,Switzerland,11 November 1963,"Parc Des Princes, Paris"
Italy,USSR,10 November 1963,"Olimpico, Roma"
Bolivia,Ecuador,10 March 1963,"Estadio Hernando Siles, La Paz"
Argentina,Colombia,10 March 1963,"Estadio Felix Capriles, Cochabamba"
Brazil,Peru,10 March 1963,"Estadio Felix Capriles, Cochabamba"
Ivory Coast,Tunisia,10 March 1963,Abidjan
Turkey,Romania,09 October 1963,ANKARA
Austria,Italy,09 June 1963,"Praterstadion, Wien"
Republic of Ireland,Scotland,09 June 1963,"Dalymount Park, Dublin"
Spain,France,09 January 1963,"Nou Camp, Barcelona"
England,Brazil,08 May 1963,Wembley Stadium
Scotland,Austria,08 May 1963,"Hampden Park, Glasgow"
Costa Rica,Honduras,07 April 1963,SAN SALVADOR
Yugoslavia,Hungary,06 October 1963,"JNA Stadion, Belgrade"
Denmark,Sweden,06 October 1963,"Idraetsparken, Copenhagen"
Algeria,Bulgaria,06 January 1963,"Stade du 5 Juillet 1962, Algiers"
England,Scotland,06 April 1963,Wembley Stadium
West Germany,Brazil,05 May 1963,"Volkspark, Hamburg"
Sweden,Hungary,05 May 1963,"Rasunda, Solna"
Switzerland,England,05 June 1963,"St Jakob Park, Basel"
El Salvador,Honduras,05 April 1963,SAN SALVADOR
Colombia,Costa Rica,04 September 1963,CALI
Sweden,West Germany,03 November 1963,"Rasunda, Solna"
Yugoslavia,Czechoslovakia,03 November 1963,"Maksimir, Zagreb"
Netherlands,Belgium,03 March 1963,"de Kuip Feyenoord, Rotterdam"
Morocco,Hungary,03 March 1963,Casablanca
Paraguay,Brazil,03 March 1963,ASUNCION
Denmark,Finland,03 June 1963,"Idraetsparken, Copenhagen"
Northern Ireland,Wales,03 April 1963,Windsor Park
Netherlands,Brazil,02 May 1963,"Olympic, Amsterdam"
